architecture,split,description,variant,method,mode,seed,alignment_strength,centroid_strength,best_epoch,label_usage,selection_usage,final_training,algorithm_provenance,train_accuracy,train_balanced_accuracy,train_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,domain_accuracy,domain_balanced_accuracy,domain_source_recall,domain_target_recall
two-layer,S2_train_I_internal_val_test_all,Train 25 and validate 5 fixed Period I samples; test every current later-day sample.,CDAN-UDA,cdan,uda,2,0.05,0.0,380,source train + source validation labels,source validation labels,source train+source validation refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.7765567765567766,0.7804783950617283,0.7806395394804352,0.9261744966442953,0.56,0.12,1.0
two-layer,S2_train_I_internal_val_test_all,Train 25 and validate 5 fixed Period I samples; test every current later-day sample.,CDAN-UDA,cdan,uda,3,0.05,0.0,290,source train + source validation labels,source validation labels,source train+source validation refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.8205128205128205,0.820216049382716,0.8221410958794594,0.9161073825503355,0.5181684981684982,0.04,0.9963369963369964
two-layer,S2_train_I_internal_val_test_all,Train 25 and validate 5 fixed Period I samples; test every current later-day sample.,CDAN-UDA,cdan,uda,4,0.05,0.0,320,source train + source validation labels,source validation labels,source train+source validation refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.7619047619047619,0.7633744855967078,0.7666415305124983,0.912751677852349,0.5163369963369964,0.04,0.9926739926739927
two-layer,S2_train_I_internal_val_test_all,Train 25 and validate 5 fixed Period I samples; test every current later-day sample.,CDAN+C-DANN-UDA,cdan+c-dann,uda,0,0.5,0.2,250,source train + source validation labels,source validation labels,source train+source validation refit,existing run_cdan_hybrid_report.py,1.0,1.0,1.0,0.8754578754578755,0.8703703703703703,0.8778828104049343,0.9161073825503355,0.5,0.0,1.0
two-layer,S2_train_I_internal_val_test_all,Train 25 and validate 5 fixed Period I samples; test every current later-day sample.,CDAN+C-DANN-UDA,cdan+c-dann,uda,1,0.5,0.2,200,source train + source validation labels,source validation labels,source train+source validation refit,existing run_cdan_hybrid_report.py,1.0,1.0,1.0,0.9047619047619048,0.8994341563786009,0.9026984939783355,0.9161073825503355,0.5,0.0,1.0
two-layer,S2_train_I_internal_val_test_all,Train 25 and validate 5 fixed Period I samples; test every current later-day sample.,CDAN+C-DANN-UDA,cdan+c-dann,uda,2,0.5,0.2,360,source train + source validation labels,source validation labels,source train+source validation refit,existing run_cdan_hybrid_report.py,1.0,1.0,1.0,0.9084249084249084,0.902906378600823,0.907482993197279,0.9161073825503355,0.5,0.0,1.0
two-layer,S2_train_I_internal_val_test_all,Train 25 and validate 5 fixed Period I samples; test every current later-day sample.,CDAN+C-DANN-UDA,cdan+c-dann,uda,3,0.5,0.2,240,source train + source validation labels,source validation labels,source train+source validation refit,existing run_cdan_hybrid_report.py,1.0,1.0,1.0,0.8791208791208791,0.8731995884773663,0.8782571980539792,0.9161073825503355,0.5,0.0,1.0
two-layer,S2_train_I_internal_val_test_all,Train 25 and validate 5 fixed Period I samples; test every current later-day sample.,CDAN+C-DANN-UDA,cdan+c-dann,uda,4,0.5,0.2,250,source train + source validation labels,source validation labels,source train+source validation refit,existing run_cdan_hybrid_report.py,1.0,1.0,1.0,0.8827838827838828,0.8786008230452674,0.882716049382716,0.9161073825503355,0.5,0.0,1.0
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,C-DANN-UDA,c-dann,uda,0,0.5,0.05,310,source train + source validation labels,source validation labels,source train+source validation refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.8791208791208791,0.8751286008230453,0.879300089708195,0.931740614334471,0.5,0.0,1.0
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,C-DANN-UDA,c-dann,uda,1,0.5,0.05,20,source train + source validation labels,source validation labels,source train+source validation refit,existing class-conditional centroid alignment plus DANN domain loss,0.9333333333333333,0.9444444444444443,0.9320884429580082,0.7582417582417582,0.7611882716049383,0.762936990286219,0.931740614334471,0.5,0.0,1.0
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,C-DANN-UDA,c-dann,uda,2,0.5,0.05,10,source train + source validation labels,source validation labels,source train+source validation refit,existing class-conditional centroid alignment plus DANN domain loss,0.7666666666666667,0.8055555555555555,0.7619047619047619,0.6336996336996337,0.6502057613168725,0.616118985684203,0.931740614334471,0.5,0.0,1.0
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,C-DANN-UDA,c-dann,uda,3,0.5,0.05,20,source train + source validation labels,source validation labels,source train+source validation refit,existing class-conditional centroid alignment plus DANN domain loss,0.9333333333333333,0.9444444444444443,0.9320884429580082,0.7142857142857143,0.7214506172839505,0.7163031750134361,0.931740614334471,0.5,0.0,1.0
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,C-DANN-UDA,c-dann,uda,4,0.5,0.05,20,source train + source validation labels,source validation labels,source train+source validation refit,existing class-conditional centroid alignment plus DANN domain loss,0.9666666666666667,0.9722222222222222,0.9721739130434782,0.7216117216117216,0.726466049382716,0.7248805650810398,0.931740614334471,0.5,0.0,1.0
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,CDAN-UDA,cdan,uda,0,0.2,0.0,20,source train + source validation labels,source validation labels,source train+source validation refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",0.9333333333333333,0.9444444444444445,0.9220779220779222,0.73992673992674,0.7457561728395062,0.7451884224836687,0.931740614334471,0.5,0.0,1.0
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,CDAN-UDA,cdan,uda,1,0.2,0.0,20,source train + source validation labels,source validation labels,source train+source validation refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",0.9333333333333333,0.9444444444444443,0.9320884429580082,0.7362637362637363,0.7416409465020576,0.7410999743187968,0.931740614334471,0.5,0.0,1.0
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,CDAN-UDA,cdan,uda,2,0.2,0.0,360,source train + source validation labels,source validation labels,source train+source validation refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.8021978021978022,0.8028549382716049,0.8076292414258606,0.931740614334471,0.5231684981684982,0.05,0.9963369963369964
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,CDAN-UDA,cdan,uda,3,0.2,0.0,10,source train + source validation labels,source validation labels,source train+source validation refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",0.8333333333333334,0.8611111111111112,0.8257575757575757,0.6556776556776557,0.6671810699588477,0.6538916256157635,0.931740614334471,0.5,0.0,1.0
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,CDAN-UDA,cdan,uda,4,0.2,0.0,20,source train + source validation labels,source validation labels,source train+source validation refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",0.9666666666666667,0.9722222222222222,0.9721739130434782,0.7106227106227107,0.715406378600823,0.7152970837341618,0.931740614334471,0.5,0.0,1.0
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,CDAN+C-DANN-UDA,cdan+c-dann,uda,0,0.5,0.5,20,source train + source validation labels,source validation labels,source train+source validation refit,existing run_cdan_hybrid_report.py,0.9,0.9166666666666666,0.8943001443001443,0.8095238095238095,0.8110853909465021,0.8099556664681583,0.931740614334471,0.5,0.0,1.0
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,CDAN+C-DANN-UDA,cdan+c-dann,uda,1,0.5,0.5,20,source train + source validation labels,source validation labels,source train+source validation refit,existing run_cdan_hybrid_report.py,0.9333333333333333,0.9444444444444443,0.9320884429580082,0.7912087912087912,0.7930812757201647,0.7916070400526359,0.931740614334471,0.5,0.0,1.0
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,CDAN+C-DANN-UDA,cdan+c-dann,uda,2,0.5,0.5,10,source train + source validation labels,source validation labels,source train+source validation refit,existing run_cdan_hybrid_report.py,0.7,0.75,0.6937799043062202,0.5604395604395604,0.5820473251028807,0.5158320771308335,0.931740614334471,0.5,0.0,1.0
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,CDAN+C-DANN-UDA,cdan+c-dann,uda,3,0.5,0.5,10,source train + source validation labels,source validation labels,source train+source validation refit,existing run_cdan_hybrid_report.py,0.8666666666666667,0.8888888888888888,0.8582345191040844,0.684981684981685,0.6943158436213991,0.6889593630754666,0.931740614334471,0.5,0.0,1.0
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,CDAN+C-DANN-UDA,cdan+c-dann,uda,4,0.5,0.5,280,source train + source validation labels,source validation labels,source train+source validation refit,existing run_cdan_hybrid_report.py,1.0,1.0,1.0,0.8974358974358975,0.8931327160493828,0.8982870194137801,0.931740614334471,0.5,0.0,1.0
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,C-DANN-UDA,c-dann,uda,0,0.2,0.2,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.8775510204081632,0.8747477965381757,0.8800569800569801,0.900990099009901,0.5,0.0,1.0
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,C-DANN-UDA,c-dann,uda,1,0.2,0.2,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.8938775510204081,0.8909419135605819,0.8961774786033478,0.900990099009901,0.5,0.0,1.0
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,C-DANN-UDA,c-dann,uda,2,0.2,0.2,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.9061224489795918,0.9025698205373262,0.9062233589087808,0.900990099009901,0.5,0.0,1.0
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,C-DANN-UDA,c-dann,uda,3,0.2,0.2,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.8857142857142857,0.8824997345226717,0.8851991818204494,0.900990099009901,0.5,0.0,1.0
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,C-DANN-UDA,c-dann,uda,4,0.2,0.2,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.8979591836734694,0.89481788255283,0.899328249818446,0.900990099009901,0.5,0.0,1.0
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,C-DANN-SEMI,c-dann,semi,0,0.05,0.05,110,source + labeled target,target validation labels,Source+Target refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.8775510204081632,0.8781990018052458,0.8791710532555603,0.9042904290429042,0.5611721611721612,0.13333333333333333,0.989010989010989
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,C-DANN-SEMI,c-dann,semi,1,0.05,0.05,240,source + labeled target,target validation labels,Source+Target refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.9020408163265307,0.9042157799723904,0.9022725405704128,0.900990099009901,0.5,0.0,1.0
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,C-DANN-SEMI,c-dann,semi,2,0.05,0.05,80,source + labeled target,target validation labels,Source+Target refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.8326530612244898,0.8321121376234469,0.8332122787568332,0.9042904290429042,0.5166666666666667,0.03333333333333333,1.0
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,C-DANN-SEMI,c-dann,semi,3,0.05,0.05,60,source + labeled target,target validation labels,Source+Target refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.8775510204081632,0.8788892428586599,0.879623169053597,0.900990099009901,0.5,0.0,1.0
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,C-DANN-SEMI,c-dann,semi,4,0.05,0.05,160,source + labeled target,target validation labels,Source+Target refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.9020408163265307,0.9035255389189762,0.9031201915124049,0.900990099009901,0.5148351648351649,0.03333333333333333,0.9963369963369964
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN-UDA,cdan,uda,0,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.6979591836734694,0.704205160879261,0.7090176026717893,0.900990099009901,0.5,0.0,1.0
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN-UDA,cdan,uda,1,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.7061224489795919,0.7133375809705851,0.7078931098871785,0.900990099009901,0.5,0.0,1.0
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN-UDA,cdan,uda,2,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.8285714285714286,0.829616650738027,0.83050266449405,0.900990099009901,0.5296703296703297,0.06666666666666667,0.9926739926739927
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN-UDA,cdan,uda,3,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.8081632653061225,0.8095465647233727,0.8105932223708755,0.8976897689768977,0.4981684981684982,0.0,0.9963369963369964
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN-UDA,cdan,uda,4,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.7755102040816326,0.775777848571732,0.7798036963469573,0.9108910891089109,0.55,0.1,1.0
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN-SEMI,cdan,semi,0,0.05,0.0,350,source + labeled target,target validation labels,Source+Target refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.8653061224489796,0.8686418179887437,0.8637248348475576,0.900990099009901,0.5296703296703297,0.06666666666666667,0.9926739926739927
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN-SEMI,cdan,semi,1,0.05,0.0,390,source + labeled target,target validation labels,Source+Target refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.8571428571428571,0.8608898800042476,0.8534000721500722,0.900990099009901,0.5296703296703297,0.06666666666666667,0.9926739926739927
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN-SEMI,cdan,semi,2,0.05,0.0,280,source + labeled target,target validation labels,Source+Target refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.8693877551020408,0.8725177869809918,0.8693150861343081,0.900990099009901,0.5296703296703297,0.06666666666666667,0.9926739926739927
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN-SEMI,cdan,semi,3,0.05,0.0,360,source + labeled target,target validation labels,Source+Target refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.8693877551020408,0.8718275459275778,0.8690842354112229,0.9108910891089109,0.5648351648351648,0.13333333333333333,0.9963369963369964
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN-SEMI,cdan,semi,4,0.05,0.0,220,source + labeled target,target validation labels,Source+Target refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.8775510204081632,0.8802697249654878,0.8773208998545439,0.9108910891089109,0.55,0.1,1.0
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN+C-DANN-UDA,cdan+c-dann,uda,0,0.2,0.2,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_cdan_hybrid_report.py,1.0,1.0,1.0,0.8938775510204081,0.8909419135605819,0.8948135194014771,0.900990099009901,0.5,0.0,1.0
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN+C-DANN-UDA,cdan+c-dann,uda,1,0.2,0.2,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_cdan_hybrid_report.py,1.0,1.0,1.0,0.8938775510204081,0.890251672507168,0.8947748666624169,0.900990099009901,0.5,0.0,1.0
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN+C-DANN-UDA,cdan+c-dann,uda,2,0.2,0.2,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_cdan_hybrid_report.py,1.0,1.0,1.0,0.8734693877551021,0.8694913454390996,0.8756537407331058,0.900990099009901,0.5,0.0,1.0
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN+C-DANN-UDA,cdan+c-dann,uda,3,0.2,0.2,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_cdan_hybrid_report.py,1.0,1.0,1.0,0.8775510204081632,0.8740575554847615,0.8776439742757637,0.900990099009901,0.5,0.0,1.0
