architecture,split,variant,description,method,mode,label_usage,selection_usage,final_training,alignment_strength,centroid_strength,algorithm_provenance,seeds,train_accuracy,train_accuracy_std,train_accuracy_min,train_accuracy_max,train_balanced_accuracy,train_balanced_accuracy_std,train_balanced_accuracy_min,train_balanced_accuracy_max,train_macro_f1,train_macro_f1_std,train_macro_f1_min,train_macro_f1_max,test_accuracy,test_accuracy_std,test_accuracy_min,test_accuracy_max,test_balanced_accuracy,test_balanced_accuracy_std,test_balanced_accuracy_min,test_balanced_accuracy_max,test_macro_f1,test_macro_f1_std,test_macro_f1_min,test_macro_f1_max,domain_accuracy,domain_accuracy_std,domain_accuracy_min,domain_accuracy_max,domain_balanced_accuracy,domain_balanced_accuracy_std,domain_balanced_accuracy_min,domain_balanced_accuracy_max,domain_source_recall,domain_source_recall_std,domain_source_recall_min,domain_source_recall_max,domain_target_recall,domain_target_recall_std,domain_target_recall_min,domain_target_recall_max,best_epoch,best_epoch_std,best_epoch_min,best_epoch_max
one-layer,S3_train_I_internal_20_10_test_all,DEEP-CORAL-UDA,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,deep-coral,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.001,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",0.8400000000000001,0.036514837167011066,0.8,0.9,0.8666666666666666,0.0304290309725092,0.8333333333333334,0.9166666666666666,0.8313037942449707,0.037774743460647985,0.791919191919192,0.8943001443001443,0.6608058608058608,0.012582830796569713,0.6483516483516484,0.6776556776556777,0.6722993827160495,0.01388394640377483,0.6598508230452674,0.6912294238683128,0.6568566519430646,0.008882332850752605,0.6450056853755108,0.6650768116739079,,,,,,,,,,,,,,,,,12.0,4.47213595499958,10.0,20.0
one-layer,S3_train_I_internal_20_10_test_all,MK-MMD-UDA,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,mk-mmd,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.01,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",0.8333333333333334,0.04082482904638629,0.8,0.9,0.861111111111111,0.03402069087198856,0.8333333333333334,0.9166666666666666,0.8252262116968,0.041497008561312346,0.791919191919192,0.8943001443001443,0.6637362637362637,0.01801959542307521,0.6483516483516484,0.6923076923076923,0.6753343621399177,0.019384329294588765,0.6608796296296297,0.7064043209876543,0.6597364495675937,0.013309481680465385,0.6450056853755108,0.6809022003545856,,,,,,,,,,,,,,,,,12.0,4.47213595499958,10.0,20.0
one-layer,S4_train_I_val_D1_2,MLP Source-only,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,source-only,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.796734693877551,0.007851177168029142,0.7877551020408163,0.8081632653061225,0.7974514176489327,0.007092310173183812,0.7894764787087182,0.8081660826165445,0.7971308437862843,0.007976878297056806,0.7887745601313441,0.8080902749415193,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0
one-layer,S4_train_I_val_D1_2,MLP Source+Target,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,source-only,semi,source + labeled target,target validation labels,Source+Target refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8661224489795918,0.012039086696940917,0.8448979591836735,0.8734693877551021,0.8694170117871934,0.01143246604942066,0.8492619730275034,0.8763937559732399,0.8655899023194206,0.012330679491596887,0.8439214445047326,0.8737630880488023,,,,,,,,,,,,,,,,,132.0,58.90670590009256,60.0,200.0
one-layer,S4_train_I_val_D1_2,DANN-UDA,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8089795918367347,0.02934804573428173,0.7673469387755102,0.8448979591836735,0.8089412764149941,0.027636855467351455,0.7700966337474778,0.8430498035467772,0.8111429016131041,0.028984440675138442,0.7738317771944754,0.8482633053221288,0.9042904290429042,0.006600660066006583,0.8943894389438944,0.9108910891089109,0.5463369963369964,0.020284657953254577,0.5148351648351649,0.5648351648351648,0.1,0.040824829046386304,0.03333333333333333,0.13333333333333333,0.9926739926739927,0.006344508452633276,0.9816849816849816,0.9963369963369964,400.0,0.0,400.0,400.0
one-layer,S4_train_I_val_D1_2,DANN-SEMI,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,dann,semi,source + labeled target,target validation labels,Source+Target refit,0.05,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8718367346938776,0.007956566812088953,0.8612244897959184,0.8816326530612245,0.8745672719549751,0.008026517249199608,0.8633853668896676,0.8841456939577359,0.8720972814186091,0.0074683857217497825,0.863134484563056,0.8814451951951953,0.9201320132013203,0.008217755510223594,0.9075907590759076,0.9273927392739274,0.6144688644688644,0.047664285359241186,0.5481684981684982,0.663003663003663,0.23333333333333334,0.097182531580755,0.1,0.3333333333333333,0.9956043956043956,0.00306468874188305,0.9926739926739927,1.0,230.0,127.08265027138835,90.0,380.0
one-layer,S4_train_I_val_D1_2,DEEP-CORAL-UDA,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,deep-coral,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8302040816326531,0.027471540686471594,0.8040816326530612,0.8653061224489796,0.8282680259105872,0.026333547152083435,0.8029096315174683,0.8617394074546034,0.8309235043271233,0.027693979175211304,0.8065631666954967,0.8667623421354765,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0
one-layer,S4_train_I_val_D1_2,DEEP-CORAL-SEMI,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,deep-coral,semi,source + labeled target,target validation labels,Source+Target refit,0.001,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8824489795918368,0.006054039581302565,0.8734693877551021,0.889795918367347,0.8845067431241371,0.0058510384060461796,0.8757035149198259,0.891897631942232,0.8831792350826564,0.006155132434485913,0.8740658240848941,0.89016186064763,,,,,,,,,,,,,,,,,232.0,82.58329128825031,130.0,350.0
one-layer,S4_train_I_val_D1_2,MK-MMD-UDA,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,mk-mmd,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8612244897959183,0.009572277060864137,0.8448979591836735,0.8693877551020408,0.858829775937135,0.009171033324136754,0.8430498035467772,0.8663056175002656,0.8632671872713802,0.009664975855901122,0.8468930520450894,0.8717374665135859,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0
one-layer,S4_train_I_val_D1_2,MK-MMD-SEMI,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,mk-mmd,semi,source + labeled target,target validation labels,Source+Target refit,1.0,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",0.993103448275862,0.015421158465515773,0.9655172413793104,1.0,0.9939393939393939,0.01355192713636235,0.9696969696969697,1.0,0.9923809523809524,0.01703670839999839,0.9619047619047619,1.0,0.9281632653061225,0.01948952879398095,0.8938775510204081,0.9428571428571428,0.9281936922586811,0.01845216780067851,0.8957736009344802,0.9422852288414569,0.9291283998941976,0.020070732051056972,0.8937841368780596,0.9440542576538881,,,,,,,,,,,,,,,,,216.0,128.9573572930215,40.0,380.0
one-layer,S5_train_I_D1_val_D2_3,MLP Source-only,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,source-only,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7974025974025973,0.00774395836363565,0.7878787878787878,0.8095238095238095,0.7982465557344784,0.0071631749330620855,0.7897656110216497,0.809626051171945,0.7980920981798224,0.007424737161462702,0.7893500834677306,0.8098699987378518,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0
one-layer,S5_train_I_D1_val_D2_3,MLP Source+Target,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,source-only,semi,source + labeled target,target validation labels,Source+Target refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",0.986111111111111,0.031056499687497068,0.9305555555555556,1.0,0.9876543209876545,0.02760577749999738,0.9382716049382717,1.0,0.985638179800222,0.032114006247333286,0.9281908990011098,1.0,0.8831168831168832,0.0074980554440211,0.8787878787878788,0.8961038961038961,0.8851672928967617,0.007650287258944625,0.8804795133297548,0.8983718017534442,0.8829556009195819,0.0075011077679695065,0.8782121539497818,0.8959875799054585,,,,,,,,,,,,,,,,,132.0,111.22050170719426,20.0,290.0
one-layer,S5_train_I_D1_val_D2_3,DANN-UDA,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8086580086580086,0.02550073848488856,0.7705627705627706,0.8398268398268398,0.8088030059044552,0.02400789100856731,0.7733047056718555,0.8384326355340849,0.8111702836892656,0.024864834022719103,0.7769835103168435,0.8434180304335342,0.9042904290429042,0.006600660066006583,0.8943894389438944,0.9108910891089109,0.5463369963369964,0.020284657953254577,0.5148351648351649,0.5648351648351648,0.1,0.040824829046386304,0.03333333333333333,0.13333333333333333,0.9926739926739927,0.006344508452633276,0.9816849816849816,0.9963369963369964,400.0,0.0,400.0,400.0
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,dann,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",0.9916666666666668,0.01863389981249823,0.9583333333333334,1.0,0.9925925925925926,0.01656346649999847,0.9629629629629629,1.0,0.9913575382306032,0.019325132009314214,0.9567876911530163,1.0,0.8935064935064935,0.009966116392399454,0.8831168831168831,0.9047619047619048,0.8941850062623008,0.009647411749772933,0.8831633565933084,0.9051708713544461,0.8943990034055981,0.010144608494773322,0.8834200754471834,0.9059344224307728,0.9016501650165016,0.006348311571508676,0.8910891089108911,0.9075907590759076,0.5330036630036631,0.020932631769332265,0.5,0.5481684981684982,0.07333333333333333,0.04346134936801766,0.0,0.1,0.9926739926739927,0.006852852356728851,0.9816849816849816,1.0,138.0,100.59821071967433,30.0,280.0
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-UDA,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,deep-coral,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8294372294372294,0.026615456534960006,0.8008658008658008,0.8614718614718615,0.8276972624798711,0.025585972445875793,0.7999642154231527,0.85829307568438,0.8302952343562329,0.026648981699257585,0.8042849277250449,0.8631383025371449,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,deep-coral,semi,source + labeled target,target validation labels,Source+Target refit,1.0,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",0.9916666666666668,0.01863389981249823,0.9583333333333334,1.0,0.9925925925925926,0.01656346649999847,0.9629629629629629,1.0,0.9913575382306032,0.019325132009314214,0.9567876911530163,1.0,0.9116883116883118,0.004935824351078533,0.9047619047619048,0.9177489177489178,0.9113258185721953,0.0054777877302310185,0.9030237967436036,0.9175165503667918,0.9134507511549483,0.004965903178525734,0.906568643262907,0.919404307980467,,,,,,,,,,,,,,,,,150.0,143.0034964607509,30.0,330.0
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-UDA,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,mk-mmd,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8588744588744588,0.00948437329013276,0.8441558441558441,0.8701298701298701,0.8568259080336376,0.009040830108984307,0.8425478618715333,0.8672392198962248,0.8609910563640522,0.00965449675347077,0.8460626104806979,0.8724357783544535,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,mk-mmd,semi,source + labeled target,target validation labels,Source+Target refit,1.0,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9238095238095239,0.00897681443867003,0.9090909090909091,0.9307359307359307,0.924136697083557,0.008705844069209472,0.9100017892288422,0.9305779209160852,0.9249312934332539,0.009322221105257657,0.9096904611264449,0.9325380566820426,,,,,,,,,,,,,,,,,82.0,42.07136793592526,40.0,140.0
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source-only,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,source-only,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7980487804878049,0.009509067653472168,0.7853658536585366,0.8097560975609757,0.7981220657276995,0.008909881477978424,0.7862731947238989,0.8091512035174007,0.7985049255166113,0.009293823902830154,0.7865968764009548,0.8099141295862607,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,source-only,semi,source + labeled target,target validation labels,Source+Target refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",0.9897959183673469,0.0176739878323355,0.9591836734693877,1.0,0.990990990990991,0.01560406132944933,0.963963963963964,1.0,0.9895778877761149,0.018679478912430728,0.9569000933706816,1.0,0.9385365853658536,0.01675664784128549,0.9121951219512195,0.9512195121951219,0.9378642223712645,0.016305368264326194,0.9125121096952084,0.9506669647514717,0.9385105495378567,0.016933292252117395,0.9115628516837088,0.9511793823143485,,,,,,,,,,,,,,,,,174.0,140.46351839534705,30.0,350.0
one-layer,S6_train_I_D1_2_val_D3_5,DANN-UDA,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8136585365853659,0.026807086173725025,0.7707317073170732,0.8439024390243902,0.8131455399061032,0.02556802759333098,0.7721886876816454,0.8420150532826588,0.8162561572202207,0.025661403041943337,0.7770480265499713,0.8475273184285786,0.9042904290429042,0.006600660066006583,0.8943894389438944,0.9108910891089109,0.5463369963369964,0.020284657953254577,0.5148351648351649,0.5648351648351648,0.1,0.040824829046386304,0.03333333333333333,0.13333333333333333,0.9926739926739927,0.006344508452633276,0.9816849816849816,0.9963369963369964,400.0,0.0,400.0,400.0
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,dann,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",0.9938775510204081,0.013690212107141584,0.9693877551020408,1.0,0.9945945945945945,0.01208685393243132,0.9729729729729729,1.0,0.9936275430359938,0.01424924695520992,0.9681377151799687,1.0,0.9307317073170733,0.012626516200531474,0.9121951219512195,0.9463414634146341,0.9291601460615546,0.012030108729420085,0.9125121096952084,0.9453759594604665,0.9304945857781494,0.01276724935057983,0.9116649797570849,0.9464563782762877,0.9023102310231023,0.005522508425967509,0.8976897689768977,0.9108910891089109,0.5363369963369964,0.0368124122893392,0.5,0.5945054945054945,0.08,0.0767390962214756,0.0,0.2,0.9926739926739927,0.004486244950152324,0.989010989010989,1.0,96.0,60.249481325568276,30.0,190.0
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-UDA,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,deep-coral,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8360975609756098,0.023546377338823737,0.8097560975609757,0.8634146341463415,0.8343840822714063,0.02282968890329135,0.8085550339071466,0.8607943960056635,0.8368020847369813,0.02360074734725019,0.8124776583194434,0.864758248078216,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,deep-coral,semi,source + labeled target,target validation labels,Source+Target refit,1.0,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",0.9653061224489796,0.022356022755312895,0.9387755102040817,1.0,0.9693693693693695,0.01973774982000598,0.9459459459459459,1.0,0.9652158844795211,0.02262422943174484,0.9373219373219374,1.0,0.9356097560975611,0.01932840268893553,0.9121951219512195,0.9658536585365853,0.9345703852746106,0.01900750854963396,0.9125121096952084,0.9647514717937252,0.9352986361274909,0.01950107692917646,0.9115628516837088,0.9657421063808149,,,,,,,,,,,,,,,,,64.0,87.34987120768983,20.0,220.0
