architecture,split,variant,description,method,mode,label_usage,selection_usage,final_training,alignment_strength,centroid_strength,algorithm_provenance,seeds,train_accuracy,train_accuracy_std,train_accuracy_min,train_accuracy_max,train_balanced_accuracy,train_balanced_accuracy_std,train_balanced_accuracy_min,train_balanced_accuracy_max,train_macro_f1,train_macro_f1_std,train_macro_f1_min,train_macro_f1_max,test_accuracy,test_accuracy_std,test_accuracy_min,test_accuracy_max,test_balanced_accuracy,test_balanced_accuracy_std,test_balanced_accuracy_min,test_balanced_accuracy_max,test_macro_f1,test_macro_f1_std,test_macro_f1_min,test_macro_f1_max,domain_accuracy,domain_accuracy_std,domain_accuracy_min,domain_accuracy_max,domain_balanced_accuracy,domain_balanced_accuracy_std,domain_balanced_accuracy_min,domain_balanced_accuracy_max,domain_source_recall,domain_source_recall_std,domain_source_recall_min,domain_source_recall_max,domain_target_recall,domain_target_recall_std,domain_target_recall_min,domain_target_recall_max,best_epoch,best_epoch_std,best_epoch_min,best_epoch_max
two-layer,S3_train_I_internal_20_10_test_all,DEEP-CORAL-UDA,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,deep-coral,uda,source train + source validation labels,source validation labels,source train+source validation refit,1.0,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",0.9400000000000001,0.0829993306532582,0.8,1.0,0.95,0.06916610887771517,0.8333333333333334,1.0,0.9354797376536507,0.08471583702992164,0.7954545454545454,1.0,0.7597069597069597,0.052484592262511634,0.6923076923076923,0.8205128205128205,0.7634773662551441,0.04747438336806769,0.7038323045267489,0.8182870370370371,0.7615031742815492,0.05532646306726018,0.6866096993727212,0.8249010757930556,,,,,,,,,,,,,,,,,36.0,41.593268686170845,10.0,110.0
two-layer,S3_train_I_internal_20_10_test_all,MK-MMD-UDA,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,mk-mmd,uda,source train + source validation labels,source validation labels,source train+source validation refit,0.01,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",0.9666666666666666,0.0408248290463863,0.9,1.0,0.9722222222222221,0.0340206908719886,0.9166666666666666,1.0,0.9641155366372758,0.04574498795321319,0.8885375494071147,1.0,0.7260073260073261,0.03517246559460162,0.6886446886446886,0.7838827838827839,0.7316615226337448,0.03385544593368489,0.6965020576131687,0.7874228395061729,0.7292360477667712,0.036534519099339254,0.6886793411646092,0.7887953251759221,,,,,,,,,,,,,,,,,54.0,76.02631123499285,20.0,190.0
two-layer,S4_train_I_val_D1_2,MLP Source-only,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,source-only,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7714285714285716,0.017074694419062772,0.7510204081632653,0.7877551020408163,0.7745247955824573,0.017027534542627017,0.7539025167250717,0.7929276839757885,0.7724072135937623,0.013942802336552292,0.7544522396114409,0.7849062952313822,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0
two-layer,S4_train_I_val_D1_2,MLP Source+Target,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,source-only,semi,source + labeled target,target validation labels,Source+Target refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8620408163265306,0.02243041904332094,0.8326530612244898,0.8938775510204081,0.864988849952214,0.02279442201875844,0.834182860783689,0.8971540830413082,0.8610711495653961,0.022419286805484544,0.8327945540099128,0.8934398934398935,,,,,,,,,,,,,,,,,224.0,122.5969004502153,100.0,380.0
two-layer,S4_train_I_val_D1_2,DANN-UDA,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7004081632653061,0.022652141919202628,0.6775510204081633,0.7346938775510204,0.7059785494318784,0.021855721551123357,0.6827545927577785,0.7383986407560794,0.708871853714703,0.02219845249152258,0.6853628490484657,0.7432280558507954,0.9029702970297031,0.001807665206287638,0.900990099009901,0.9042904290429042,0.51,0.009128709291752798,0.5,0.5166666666666667,0.02,0.018257418583505537,0.0,0.03333333333333333,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0
two-layer,S4_train_I_val_D1_2,DANN-SEMI,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,dann,semi,source + labeled target,target validation labels,Source+Target refit,0.05,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8546938775510204,0.008942409102125178,0.8408163265306122,0.8653061224489796,0.857736009344802,0.008489016889333362,0.8460762450886694,0.8693320590421578,0.8531339502329542,0.010361237892774145,0.8361543491248123,0.8640213875113204,0.9009900990099009,0.002333685746490245,0.8976897689768977,0.9042904290429042,0.5207692307692308,0.024023970863541175,0.5,0.5575091575091575,0.04666666666666667,0.0557773351022717,0.0,0.13333333333333333,0.9948717948717949,0.008025238937804649,0.9816849816849816,1.0,230.0,144.39529078193652,50.0,390.0
two-layer,S4_train_I_val_D1_2,DEEP-CORAL-UDA,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,deep-coral,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8514285714285714,0.01024481665143765,0.8367346938775511,0.8612244897959184,0.8503557396198366,0.011326807289977467,0.8339173834554529,0.8626951258362535,0.8529257965644426,0.010114407739477017,0.8385519918048162,0.862726645335341,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0
two-layer,S4_train_I_val_D1_2,DEEP-CORAL-SEMI,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,deep-coral,semi,source + labeled target,target validation labels,Source+Target refit,0.001,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8889795918367346,0.015107555529242252,0.8734693877551021,0.9102040816326531,0.8896039078262715,0.014083085587787229,0.8763937559732399,0.9098969947966444,0.8906080032390566,0.01608245916612767,0.8708947042280376,0.9121891440765704,,,,,,,,,,,,,,,,,192.0,81.05553651663777,120.0,310.0
two-layer,S4_train_I_val_D1_2,MK-MMD-UDA,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,mk-mmd,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8424489795918367,0.02993815644227306,0.8040816326530612,0.8693877551020408,0.8407242221514281,0.02811106322178837,0.8049803546777105,0.8663056175002654,0.8466531157715378,0.027510784513090133,0.8104038934009358,0.8716664382515056,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0
two-layer,S4_train_I_val_D1_2,MK-MMD-SEMI,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,mk-mmd,semi,source + labeled target,target validation labels,Source+Target refit,0.1,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8955102040816326,0.02190433937142649,0.8734693877551021,0.9224489795918367,0.8963576510565998,0.021044198755887693,0.8743230328129977,0.9229053838802166,0.8960287669131886,0.02177472538743142,0.8747066556905724,0.9220173018180843,,,,,,,,,,,,,,,,,232.0,134.7961423780369,70.0,400.0
two-layer,S5_train_I_D1_val_D2_3,MLP Source-only,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,source-only,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7714285714285714,0.016023164955256932,0.7532467532467533,0.7922077922077922,0.7747003041689031,0.016456723468580174,0.7561281087851137,0.7974592950438361,0.7725005911321783,0.012735593638652214,0.7567259461924305,0.7888136935993365,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0
two-layer,S5_train_I_D1_val_D2_3,MLP Source+Target,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,source-only,semi,source + labeled target,target validation labels,Source+Target refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",0.9888888888888889,0.024845199749997673,0.9444444444444444,1.0,0.9901234567901234,0.022084621999997972,0.9506172839506172,1.0,0.9884810904418748,0.025757064798640112,0.9424054522093738,1.0,0.8770562770562771,0.010425623011941384,0.8658008658008658,0.8917748917748918,0.8791196994095545,0.010738056562080621,0.8681338343174092,0.8942565754159957,0.8772206124698727,0.010342111579134795,0.865967365967366,0.8919032696240191,,,,,,,,,,,,,,,,,104.0,114.14902540100813,20.0,280.0
two-layer,S5_train_I_D1_val_D2_3,DANN-UDA,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6909090909090909,0.01974329740431407,0.6753246753246753,0.7229437229437229,0.6970119878332439,0.018931021989545334,0.6806226516371444,0.7273215244229737,0.6997882010305754,0.019244221851528347,0.6850070077357833,0.7318905304290843,0.9029702970297031,0.001807665206287638,0.900990099009901,0.9042904290429042,0.51,0.009128709291752798,0.5,0.5166666666666667,0.02,0.018257418583505537,0.0,0.03333333333333333,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0
two-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,dann,semi,source + labeled target,target validation labels,Source+Target refit,0.05,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8735930735930737,0.00832700608730364,0.8658008658008658,0.8874458874458875,0.8756843800322061,0.00804894493407896,0.8674181427804616,0.8887099660046521,0.8738350302427511,0.008358485909743274,0.8666189723050849,0.8880362868046298,0.9016501650165016,0.002761254212983728,0.8976897689768977,0.9042904290429042,0.5063003663003662,0.009492587594017707,0.4981684981684982,0.5166666666666667,0.013333333333333332,0.018257418583505537,0.0,0.03333333333333333,0.9992673992673993,0.0016381450384613785,0.9963369963369964,1.0,128.0,87.57853618324526,30.0,220.0
two-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-UDA,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,deep-coral,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8476190476190476,0.009385057744016776,0.8354978354978355,0.8571428571428571,0.8469851494006082,0.010546893181436371,0.8328860261227411,0.8591876901055645,0.8491467554337943,0.009310500934240629,0.837245696400626,0.8587533016136518,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0
two-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,deep-coral,semi,source + labeled target,target validation labels,Source+Target refit,1.0,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9134199134199136,0.009679947954544552,0.9004329004329005,0.9264069264069265,0.9123993558776167,0.009477509879791107,0.9010556450169975,0.9250313115047414,0.915249131038418,0.009713430719508946,0.9024865690164764,0.9285282076070017,,,,,,,,,,,,,,,,,136.0,134.6476884316994,30.0,360.0
two-layer,S5_train_I_D1_val_D2_3,MK-MMD-UDA,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,mk-mmd,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8380952380952381,0.03276916167580181,0.7965367965367965,0.8701298701298701,0.8369296833064949,0.03100857991067383,0.7979960636965467,0.8679549114331723,0.8427551337201249,0.030313232157709,0.8033038021410115,0.8729655421203372,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0
two-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,mk-mmd,semi,source + labeled target,target validation labels,Source+Target refit,1.0,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9238095238095239,0.011696325615676444,0.9047619047619048,0.935064935064935,0.9199856861692609,0.013484305672936053,0.8972982644480229,0.9311146895687958,0.9225736982486978,0.013208853615850249,0.9003264313070786,0.9335493361637153,,,,,,,,,,,,,,,,,264.0,93.96807968666806,130.0,380.0
two-layer,S6_train_I_D1_2_val_D3_5,MLP Source-only,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,source-only,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7707317073170732,0.01920489725368736,0.751219512195122,0.7951219512195122,0.7726656233698488,0.019427650018348362,0.7528131753483865,0.7986437141366719,0.7713727319926609,0.01611153549186804,0.7535335199052012,0.7916784347960047,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0
two-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,source-only,semi,source + labeled target,target validation labels,Source+Target refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9453658536585365,0.006360197468490357,0.9365853658536586,0.9512195121951219,0.9438408227140622,0.007052123620747562,0.9336016096579477,0.9500707951412176,0.9451975980887463,0.006501308483305586,0.9361155507065603,0.9510865823986707,,,,,,,,,,,,,,,,,276.0,68.7749954561976,180.0,360.0
two-layer,S6_train_I_D1_2_val_D3_5,DANN-UDA,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6770731707317074,0.017722831341058457,0.6634146341463415,0.7073170731707317,0.6816901408450705,0.017046111916569254,0.6677099634846114,0.710559654221626,0.6838173032018824,0.017549008948602115,0.6719527210046786,0.7142573222174775,0.9029702970297031,0.001807665206287638,0.900990099009901,0.9042904290429042,0.51,0.009128709291752798,0.5,0.5166666666666667,0.02,0.018257418583505537,0.0,0.03333333333333333,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0
two-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,dann,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.0,existing run_dann_multi_splits.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9317073170731709,0.009125993626277884,0.9170731707317074,0.9414634146341463,0.9295029435874508,0.009702505868601684,0.914226097324689,0.9394887845592071,0.9310373237869423,0.009514339922906442,0.9159730795692477,0.9411113368871898,0.9023102310231023,0.001807665206287638,0.900990099009901,0.9042904290429042,0.5155677655677655,0.021952824383436764,0.5,0.5463369963369964,0.03333333333333334,0.047140452079103175,0.0,0.1,0.9978021978021978,0.003276290076922757,0.9926739926739927,1.0,248.0,133.67871932360814,30.0,390.0
two-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-UDA,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,deep-coral,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.853658536585366,0.012436632959982413,0.8439024390243902,0.8731707317073171,0.8524778299426187,0.013335610092351891,0.8414188836724047,0.8737610850286907,0.8550044150733083,0.012051203099948352,0.8457433176902672,0.8738019642705952,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0
two-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,deep-coral,semi,source + labeled target,target validation labels,Source+Target refit,0.001,0.0,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9492682926829268,0.006544589202438415,0.9414634146341463,0.9560975609756097,0.9474774573366123,0.007036711536874545,0.938892614948953,0.9547656308219689,0.9489342515806511,0.0068172554559704085,0.9404636748316347,0.9559561944459176,,,,,,,,,,,,,,,,,314.0,50.299105359837164,270.0,400.0
two-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-UDA,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,mk-mmd,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.1,0.0,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8370731707317074,0.03660162240449572,0.7902439024390244,0.8682926829268293,0.8356807511737088,0.03514743300029988,0.7909680304046501,0.8660854012966689,0.8408349200508957,0.034397800612389014,0.7956149091178446,0.8703362617550261,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0
