architecture,split,description,variant,method,mode,seed,alignment_strength,centroid_strength,best_epoch,label_usage,selection_usage,final_training,algorithm_provenance,train_accuracy,train_balanced_accuracy,train_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,domain_accuracy,domain_balanced_accuracy,domain_source_recall,domain_target_recall
one-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,C-DANN-UDA,c-dann,uda,4,0.2,0.5,10,source train + source validation labels,source validation labels,source train+source validation refit,existing class-conditional centroid alignment plus DANN domain loss,0.8,0.8333333333333334,0.791919191919192,0.684981684981685,0.6981738683127573,0.6813678498979835,0.931740614334471,0.5,0.0,1.0
one-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,CDAN-UDA,cdan,uda,0,0.5,0.0,10,source train + source validation labels,source validation labels,source train+source validation refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",0.8333333333333334,0.8611111111111112,0.8240387063916476,0.6593406593406593,0.6725823045267489,0.6473588342440801,0.931740614334471,0.5,0.0,1.0
one-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,CDAN-UDA,cdan,uda,1,0.5,0.0,10,source train + source validation labels,source validation labels,source train+source validation refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",0.8,0.8333333333333334,0.7936507936507936,0.7142857142857143,0.7272376543209876,0.7087040062298439,0.931740614334471,0.5,0.0,1.0
one-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,CDAN-UDA,cdan,uda,2,0.5,0.0,10,source train + source validation labels,source validation labels,source train+source validation refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",0.8,0.8333333333333334,0.7918158567774937,0.673992673992674,0.6858281893004116,0.6811395122875611,0.931740614334471,0.5,0.0,1.0
one-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,CDAN-UDA,cdan,uda,3,0.5,0.0,20,source train + source validation labels,source validation labels,source train+source validation refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",0.9,0.9166666666666666,0.8943001443001443,0.6153846153846154,0.6257716049382717,0.6061388724728406,0.931740614334471,0.5,0.0,1.0
one-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,CDAN-UDA,cdan,uda,4,0.5,0.0,250,source train + source validation labels,source validation labels,source train+source validation refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.8241758241758241,0.8256172839506172,0.82742394887181,0.9283276450511946,0.5213369963369964,0.05,0.9926739926739927
one-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,CDAN+C-DANN-UDA,cdan+c-dann,uda,0,0.2,0.5,350,source train + source validation labels,source validation labels,source train+source validation refit,existing run_cdan_hybrid_report.py,1.0,1.0,1.0,0.8901098901098901,0.8855452674897121,0.8912988517794928,0.931740614334471,0.5,0.0,1.0
one-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,CDAN+C-DANN-UDA,cdan+c-dann,uda,1,0.2,0.5,10,source train + source validation labels,source validation labels,source train+source validation refit,existing run_cdan_hybrid_report.py,0.8333333333333334,0.8611111111111112,0.8240387063916476,0.6996336996336996,0.7114197530864198,0.6873632648280535,0.931740614334471,0.5,0.0,1.0
one-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,CDAN+C-DANN-UDA,cdan+c-dann,uda,2,0.2,0.5,400,source train + source validation labels,source validation labels,source train+source validation refit,existing run_cdan_hybrid_report.py,1.0,1.0,1.0,0.9010989010989011,0.8966049382716049,0.9014175269494418,0.931740614334471,0.5,0.0,1.0
one-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,CDAN+C-DANN-UDA,cdan+c-dann,uda,3,0.2,0.5,20,source train + source validation labels,source validation labels,source train+source validation refit,existing run_cdan_hybrid_report.py,0.8666666666666667,0.8888888888888888,0.8579365079365079,0.684981684981685,0.6904578189300411,0.6761229410124235,0.931740614334471,0.5,0.0,1.0
one-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,CDAN+C-DANN-UDA,cdan+c-dann,uda,4,0.2,0.5,10,source train + source validation labels,source validation labels,source train+source validation refit,existing run_cdan_hybrid_report.py,0.8333333333333334,0.8611111111111112,0.8240387063916476,0.6923076923076923,0.7064043209876543,0.6874781717929146,0.931740614334471,0.5,0.0,1.0
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,C-DANN-UDA,c-dann,uda,0,0.2,0.2,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.8938775510204081,0.8902516725071679,0.8950937120194461,0.900990099009901,0.5148351648351649,0.03333333333333333,0.9963369963369964
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,C-DANN-UDA,c-dann,uda,1,0.2,0.2,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.8489795918367347,0.8476160135924392,0.8500080933994005,0.900990099009901,0.5,0.0,1.0
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,C-DANN-UDA,c-dann,uda,2,0.2,0.2,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.926530612244898,0.9219496654985665,0.9253079359700278,0.9075907590759076,0.5481684981684982,0.1,0.9963369963369964
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,C-DANN-UDA,c-dann,uda,3,0.2,0.2,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.8938775510204081,0.8895614314537538,0.8933550012274916,0.9042904290429042,0.5166666666666667,0.03333333333333333,1.0
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,C-DANN-UDA,c-dann,uda,4,0.2,0.2,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.8693877551020408,0.8669958585536796,0.869478916819307,0.9042904290429042,0.5166666666666667,0.03333333333333333,1.0
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,C-DANN-SEMI,c-dann,semi,0,0.2,0.05,130,source + labeled target,target validation labels,Source+Target refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.8775510204081632,0.8802697249654878,0.8758712862871878,0.900990099009901,0.5148351648351649,0.03333333333333333,0.9963369963369964
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,C-DANN-SEMI,c-dann,semi,1,0.2,0.05,140,source + labeled target,target validation labels,Source+Target refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.9020408163265307,0.9035255389189762,0.9033624104755772,0.9042904290429042,0.5166666666666667,0.03333333333333333,1.0
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,C-DANN-SEMI,c-dann,semi,2,0.2,0.05,210,source + labeled target,target validation labels,Source+Target refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.8571428571428571,0.8595093978974195,0.8572172582024798,0.9075907590759076,0.563003663003663,0.13333333333333333,0.9926739926739927
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,C-DANN-SEMI,c-dann,semi,3,0.2,0.05,120,source + labeled target,target validation labels,Source+Target refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.9020408163265307,0.9035255389189764,0.9028382081348502,0.9042904290429042,0.5611721611721612,0.13333333333333333,0.989010989010989
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,C-DANN-SEMI,c-dann,semi,4,0.2,0.05,160,source + labeled target,target validation labels,Source+Target refit,existing class-conditional centroid alignment plus DANN domain loss,1.0,1.0,1.0,0.889795918367347,0.8905171498354041,0.8914843155680852,0.900990099009901,0.5296703296703297,0.06666666666666667,0.9926739926739927
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN-UDA,cdan,uda,0,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.7551020408163265,0.7563980036104917,0.7473837989967022,0.9141914191419142,0.5963369963369963,0.2,0.9926739926739927
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN-UDA,cdan,uda,1,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.7755102040816326,0.7771583306785601,0.7807553124433148,0.9207920792079208,0.6296703296703297,0.26666666666666666,0.9926739926739927
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN-UDA,cdan,uda,2,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.8122448979591836,0.8099713284485505,0.8172757051304097,0.9075907590759076,0.5333333333333333,0.06666666666666667,1.0
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN-UDA,cdan,uda,3,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.8,0.7997239035786343,0.8023665969402404,0.9240924092409241,0.6315018315018315,0.26666666666666666,0.9963369963369964
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN-UDA,cdan,uda,4,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.7673469387755102,0.7652649463735797,0.7649762354153077,0.900990099009901,0.5593406593406594,0.13333333333333333,0.9853479853479854
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN-SEMI,cdan,semi,0,0.2,0.0,110,source + labeled target,target validation labels,Source+Target refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.8816326530612245,0.884145693957736,0.8809794449180638,0.933993399339934,0.6666666666666666,0.3333333333333333,1.0
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN-SEMI,cdan,semi,1,0.2,0.0,90,source + labeled target,target validation labels,Source+Target refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.8693877551020408,0.8725177869809918,0.8686636636636637,0.9075907590759076,0.563003663003663,0.13333333333333333,0.9926739926739927
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN-SEMI,cdan,semi,2,0.2,0.0,330,source + labeled target,target validation labels,Source+Target refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.8775510204081632,0.8781990018052458,0.8800643786447072,0.9108910891089109,0.5796703296703297,0.16666666666666666,0.9926739926739927
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN-SEMI,cdan,semi,3,0.2,0.0,110,source + labeled target,target validation labels,Source+Target refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.8571428571428571,0.8601996389508336,0.8550518625366728,0.9273927392739274,0.6333333333333333,0.26666666666666666,1.0
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN-SEMI,cdan,semi,4,0.2,0.0,180,source + labeled target,target validation labels,Source+Target refit,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)",1.0,1.0,1.0,0.8816326530612245,0.8841456939577359,0.8810792249202843,0.9207920792079208,0.6593406593406593,0.3333333333333333,0.9853479853479854
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN+C-DANN-UDA,cdan+c-dann,uda,0,0.2,0.2,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_cdan_hybrid_report.py,1.0,1.0,1.0,0.8979591836734694,0.89481788255283,0.8984742622634366,0.900990099009901,0.5,0.0,1.0
one-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,CDAN+C-DANN-UDA,cdan+c-dann,uda,1,0.2,0.2,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_cdan_hybrid_report.py,1.0,1.0,1.0,0.8489795918367347,0.8476160135924392,0.8484318676071944,0.900990099009901,0.5,0.0,1.0
