architecture,split,description,variant,method,mode,seed,alignment_strength,centroid_strength,best_epoch,label_usage,selection_usage,final_training,algorithm_provenance,train_accuracy,train_balanced_accuracy,train_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,domain_accuracy,domain_balanced_accuracy,domain_source_recall,domain_target_recall
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,DANN-UDA,dann,uda,3,0.5,0.0,20,source train + source validation labels,source validation labels,source train+source validation refit,existing run_dann_multi_splits.py,0.9333333333333333,0.9444444444444443,0.9320884429580082,0.7142857142857143,0.7214506172839507,0.7181090266517401,0.931740614334471,0.5,0.0,1.0
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,DANN-UDA,dann,uda,4,0.5,0.0,20,source train + source validation labels,source validation labels,source train+source validation refit,existing run_dann_multi_splits.py,0.9666666666666667,0.9722222222222222,0.959866220735786,0.73992673992674,0.7451131687242798,0.7451009842407692,0.931740614334471,0.5,0.0,1.0
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,DEEP-CORAL-UDA,deep-coral,uda,0,1.0,0.0,20,source train + source validation labels,source validation labels,source train+source validation refit,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,0.9333333333333333,0.9444444444444445,0.9220779220779222,0.7545787545787546,0.7602880658436214,0.7551648522896769,,,,
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,DEEP-CORAL-UDA,deep-coral,uda,1,1.0,0.0,20,source train + source validation labels,source validation labels,source train+source validation refit,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,0.9666666666666667,0.9722222222222222,0.959866220735786,0.8021978021978022,0.8022119341563786,0.8051803386332724,,,,
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,DEEP-CORAL-UDA,deep-coral,uda,2,1.0,0.0,10,source train + source validation labels,source validation labels,source train+source validation refit,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,0.8,0.8333333333333334,0.7954545454545454,0.6923076923076923,0.7038323045267489,0.6866096993727212,,,,
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,DEEP-CORAL-UDA,deep-coral,uda,3,1.0,0.0,110,source train + source validation labels,source validation labels,source train+source validation refit,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,1.0,1.0,1.0,0.8205128205128205,0.8182870370370371,0.8249010757930556,,,,
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,DEEP-CORAL-UDA,deep-coral,uda,4,1.0,0.0,20,source train + source validation labels,source validation labels,source train+source validation refit,existing run_deep_coral_multi_splits.py; VisionLearningGroup/CORAL,1.0,1.0,1.0,0.7289377289377289,0.7327674897119341,0.7356599053190203,,,,
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,MK-MMD-UDA,mk-mmd,uda,0,0.01,0.0,20,source train + source validation labels,source validation labels,source train+source validation refit,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,0.9,0.9166666666666666,0.8885375494071147,0.7252747252747253,0.7325102880658436,0.7263781590826426,,,,
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,MK-MMD-UDA,mk-mmd,uda,1,0.01,0.0,20,source train + source validation labels,source validation labels,source train+source validation refit,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,0.9666666666666667,0.9722222222222222,0.959866220735786,0.717948717948718,0.7229938271604938,0.7232176613312905,,,,
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,MK-MMD-UDA,mk-mmd,uda,2,0.01,0.0,190,source train + source validation labels,source validation labels,source train+source validation refit,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,1.0,1.0,1.0,0.7838827838827839,0.7874228395061729,0.7887953251759221,,,,
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,MK-MMD-UDA,mk-mmd,uda,3,0.01,0.0,20,source train + source validation labels,source validation labels,source train+source validation refit,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,1.0,1.0,1.0,0.6886446886446886,0.6965020576131687,0.6886793411646092,,,,
two-layer,S3_train_I_internal_20_10_test_all,Train 20 and validate 10 fixed Period I samples; test every current later-day sample.,MK-MMD-UDA,mk-mmd,uda,4,0.01,0.0,20,source train + source validation labels,source validation labels,source train+source validation refit,THU Transfer-Learning-Library tllib/alignment/dan.py and tllib/modules/kernels.py,0.9666666666666667,0.9722222222222222,0.9721739130434782,0.7142857142857143,0.7188786008230452,0.7191097520793915,,,,
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,MLP Source-only,source-only,uda,0,0.0,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.7510204081632653,0.7539025167250717,0.7544522396114409,,,,
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,MLP Source-only,source-only,uda,1,0.0,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.7795918367346939,0.7817245407242223,0.7782775279027153,,,,
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,MLP Source-only,source-only,uda,2,0.0,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.7836734693877551,0.7849102686630562,0.7849062952313822,,,,
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,MLP Source-only,source-only,uda,3,0.0,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.7877551020408163,0.7929276839757885,0.7836989667525239,,,,
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,MLP Source-only,source-only,uda,4,0.0,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.7551020408163265,0.7591589678241478,0.7607010384707494,,,,
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,MLP Source+Target,source-only,semi,0,0.0,0.0,380,source + labeled target,target validation labels,Source+Target refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.8530612244897959,0.8570139110119995,0.8515940519751254,,,,
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,MLP Source+Target,source-only,semi,1,0.0,0.0,110,source + labeled target,target validation labels,Source+Target refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.8612244897959184,0.8661463311033238,0.8583376667195015,,,,
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,MLP Source+Target,source-only,semi,2,0.0,0.0,220,source + labeled target,target validation labels,Source+Target refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.8693877551020408,0.8704470638207497,0.8691895816825469,,,,
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,MLP Source+Target,source-only,semi,3,0.0,0.0,100,source + labeled target,target validation labels,Source+Target refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.8326530612244898,0.834182860783689,0.8327945540099128,,,,
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,MLP Source+Target,source-only,semi,4,0.0,0.0,310,source + labeled target,target validation labels,Source+Target refit,shared PyTorch source-only baseline,1.0,1.0,1.0,0.8938775510204081,0.8971540830413082,0.8934398934398935,,,,
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,DANN-UDA,dann,uda,0,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.710204081632653,0.7158330678560051,0.716488260429056,0.9042904290429042,0.5166666666666667,0.03333333333333333,1.0
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,DANN-UDA,dann,uda,1,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.6775510204081633,0.6827545927577785,0.6853628490484657,0.900990099009901,0.5,0.0,1.0
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,DANN-UDA,dann,uda,2,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.6857142857142857,0.6918870128491026,0.6974490181351404,0.9042904290429042,0.5166666666666667,0.03333333333333333,1.0
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,DANN-UDA,dann,uda,3,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.6938775510204082,0.7010194329404268,0.7018310851100572,0.9042904290429042,0.5166666666666667,0.03333333333333333,1.0
two-layer,S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,DANN-UDA,dann,uda,4,0.2,0.0,400,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,existing run_dann_multi_splits.py,1.0,1.0,1.0,0.7346938775510204,0.7383986407560794,0.7432280558507954,0.900990099009901,0.5,0.0,1.0
