architecture,split,variant,description,method,mode,label_usage,selection_usage,final_training,alignment_strength,centroid_strength,algorithm_provenance,seeds,train_accuracy,train_accuracy_std,train_accuracy_min,train_accuracy_max,train_balanced_accuracy,train_balanced_accuracy_std,train_balanced_accuracy_min,train_balanced_accuracy_max,train_macro_f1,train_macro_f1_std,train_macro_f1_min,train_macro_f1_max,test_accuracy,test_accuracy_std,test_accuracy_min,test_accuracy_max,test_balanced_accuracy,test_balanced_accuracy_std,test_balanced_accuracy_min,test_balanced_accuracy_max,test_macro_f1,test_macro_f1_std,test_macro_f1_min,test_macro_f1_max,domain_accuracy,domain_accuracy_std,domain_accuracy_min,domain_accuracy_max,domain_balanced_accuracy,domain_balanced_accuracy_std,domain_balanced_accuracy_min,domain_balanced_accuracy_max,domain_source_recall,domain_source_recall_std,domain_source_recall_min,domain_source_recall_max,domain_target_recall,domain_target_recall_std,domain_target_recall_min,domain_target_recall_max,best_epoch,best_epoch_std,best_epoch_min,best_epoch_max
two-layer,S4_train_I_val_D1_2,C-DANN-SEMI,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.05,0.05,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8783673469387756,0.028337232584015992,0.8326530612244898,0.9020408163265307,0.8793883402357437,0.029307461002634105,0.8321121376234469,0.9042157799723904,0.8794798466297615,0.02836889376933684,0.8332122787568332,0.9031201915124049,0.9023102310231023,0.001807665206287638,0.900990099009901,0.9042904290429042,0.5185347985347986,0.025110751742576834,0.5,0.5611721611721612,0.039999999999999994,0.054772255750516606,0.0,0.13333333333333333,0.9970695970695971,0.004775972458023902,0.989010989010989,1.0,130.0,72.11102550927978,60.0,240.0
two-layer,S4_train_I_val_D1_2,CDAN-UDA,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,cdan,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.763265306122449,0.059078019698490324,0.6979591836734694,0.8285714285714286,0.7664967611765956,0.05619093907089817,0.704205160879261,0.829616650738027,0.7675620591541701,0.05690100038869548,0.7078931098871785,0.83050266449405,0.9023102310231023,0.005005198312905326,0.8976897689768977,0.9108910891089109,0.5155677655677655,0.02330185742510834,0.4981684981684982,0.55,0.03333333333333334,0.047140452079103175,0.0,0.1,0.9978021978021978,0.003276290076922757,0.9926739926739927,1.0,400.0,0.0,400.0,400.0
two-layer,S4_train_I_val_D1_2,CDAN-SEMI,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,cdan,semi,source + labeled target,target validation labels,Source+Target refit,0.05,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8677551020408163,0.007414653928402024,0.8571428571428571,0.8775510204081632,0.8708293511734098,0.007009747751066891,0.8608898800042476,0.8802697249654878,0.866569025679541,0.00881732222447275,0.8534000721500722,0.8773208998545439,0.9049504950495051,0.005422995618863036,0.900990099009901,0.9108910891089109,0.5407692307692308,0.016077415058609126,0.5296703296703297,0.5648351648351648,0.08666666666666667,0.029814239699997195,0.06666666666666667,0.13333333333333333,0.9948717948717949,0.003276290076922757,0.9926739926739927,1.0,320.0,68.92024376045111,220.0,390.0
two-layer,S4_train_I_val_D1_2,CDAN+C-DANN-UDA,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,cdan+c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8873469387755101,0.011027964151923485,0.8734693877551021,0.8979591836734694,0.8837740256982054,0.011168489530157387,0.8694913454390996,0.894127641499416,0.8883787686663374,0.010867995591875986,0.8756537407331058,0.8990077422589234,0.9009900990099011,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0
two-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,cdan+c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.5,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9020408163265307,0.03785150406324777,0.8693877551020408,0.9428571428571428,0.9018689603907827,0.03659293499673465,0.8690665817139216,0.9422852288414569,0.9030298217394881,0.03768547183387096,0.8691756750828481,0.9436594894327409,0.9003300330033003,0.0014759524603959186,0.8976897689768977,0.900990099009901,0.49963369963369964,0.0008190725192306892,0.4981684981684982,0.5,0.0,0.0,0.0,0.0,0.9992673992673993,0.0016381450384613783,0.9963369963369964,1.0,158.0,159.59323293924464,40.0,370.0
two-layer,S5_train_I_D1_val_D2_3,C-DANN-UDA,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.89004329004329,0.011696325615676439,0.8744588744588745,0.9047619047619048,0.8873143675076042,0.01146461557298938,0.8720701377706209,0.9015924136697083,0.8914680208751857,0.01129349601239287,0.8772614734299516,0.9051125076548522,0.9009900990099011,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0
two-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.05,0.2,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",0.9888888888888889,0.024845199749997673,0.9444444444444444,1.0,0.9901234567901234,0.022084621999997972,0.9506172839506172,1.0,0.9884810904418748,0.025757064798640112,0.9424054522093738,1.0,0.8952380952380953,0.009385057744016795,0.8831168831168831,0.9090909090909091,0.8951154052603327,0.009170037832502885,0.8824476650563606,0.9078547146179995,0.8976656881487157,0.009520724966057883,0.8856251341326797,0.9113864259619678,0.9009900990099011,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,194.0,104.30723848324239,20.0,280.0
two-layer,S5_train_I_D1_val_D2_3,CDAN-UDA,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,cdan,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7575757575757576,0.0590397476059994,0.6926406926406926,0.8225108225108225,0.7612453032742887,0.05626173123150047,0.6992306315977813,0.8241188047951332,0.761790494036008,0.05678052263521845,0.7028681473806225,0.8242480716467361,0.9023102310231023,0.005005198312905326,0.8976897689768977,0.9108910891089109,0.5155677655677655,0.02330185742510834,0.4981684981684982,0.55,0.03333333333333334,0.047140452079103175,0.0,0.1,0.9978021978021978,0.003276290076922757,0.9926739926739927,1.0,400.0,0.0,400.0,400.0
two-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,cdan,semi,source + labeled target,target validation labels,Source+Target refit,0.2,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8597402597402597,0.015787517340961437,0.8398268398268398,0.8787878787878788,0.8600823045267489,0.015907542502602103,0.8405797101449276,0.8783324387189121,0.8607783860816252,0.01646189322668589,0.8407565305015116,0.8816218430478622,0.9003300330033003,0.003615330412575322,0.8943894389438944,0.9042904290429042,0.5144688644688644,0.0140334159373557,0.5,0.5296703296703297,0.03333333333333334,0.03333333333333333,0.0,0.06666666666666667,0.9956043956043956,0.006552580153845514,0.9853479853479854,1.0,146.0,143.28293687665675,30.0,380.0
two-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-UDA,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,cdan+c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8848484848484848,0.011696325615676444,0.8701298701298701,0.8961038961038961,0.8816604043657182,0.011840450838841785,0.8665235283592772,0.8926462694578636,0.886167073393296,0.011518764058700144,0.8726600284495021,0.8974522005772005,0.9009900990099011,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0
two-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,cdan+c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.5,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9177489177489179,0.014996110888042249,0.8917748917748918,0.9264069264069265,0.9182322419037394,0.013432330920825505,0.8949722669529433,0.9264626945786366,0.9184995956413669,0.015627523223244833,0.8913431396190017,0.9282110328279961,0.9009900990099011,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,128.0,50.695167422546305,70.0,180.0
two-layer,S6_train_I_D1_2_val_D3_5,C-DANN-UDA,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8917073170731709,0.009383114176425055,0.8780487804878049,0.9024390243902439,0.8889783143304271,0.009311184788301587,0.8754750726581713,0.8995454206721812,0.8926740608621031,0.009035963013516899,0.8800843685901157,0.9025210084033614,0.9009900990099011,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0
two-layer,S6_train_I_D1_2_val_D3_5,C-DANN-SEMI,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.5,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9453658536585365,0.004081268422117446,0.9414634146341463,0.9512195121951219,0.9433638870258589,0.003994711757713086,0.938892614948953,0.9488784559207094,0.9449155272787175,0.004057782162052128,0.9404636748316347,0.9504761904761905,0.9009900990099011,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,196.0,113.71015785759863,100.0,380.0
two-layer,S6_train_I_D1_2_val_D3_5,CDAN-UDA,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,cdan,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7521951219512195,0.06638449106811314,0.6829268292682927,0.8195121951219512,0.7547060138609434,0.06395807009099194,0.6876816454281243,0.8203293837096653,0.7554020143789317,0.06527917456309655,0.6816241169610934,0.8206505349127603,0.9023102310231023,0.005005198312905326,0.8976897689768977,0.9108910891089109,0.5155677655677655,0.02330185742510834,0.4981684981684982,0.55,0.03333333333333334,0.047140452079103175,0.0,0.1,0.9978021978021978,0.003276290076922757,0.9926739926739927,1.0,400.0,0.0,400.0,400.0
two-layer,S6_train_I_D1_2_val_D3_5,CDAN-SEMI,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,cdan,semi,source + labeled target,target validation labels,Source+Target refit,0.05,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9297560975609755,0.010687269414734914,0.9170731707317074,0.9463414634146341,0.9272673075489977,0.011514912235915435,0.914226097324689,0.9453759594604665,0.9294907301903177,0.01058634384800056,0.9176217437820813,0.9461949453463401,0.9016501650165016,0.0014759524603958692,0.900990099009901,0.9042904290429042,0.5063003663003662,0.014088047330767905,0.5,0.5315018315018315,0.013333333333333332,0.02981423969999719,0.0,0.06666666666666667,0.9992673992673993,0.0016381450384613785,0.9963369963369964,1.0,364.0,24.08318915758459,330.0,390.0
two-layer,S6_train_I_D1_2_val_D3_5,CDAN+C-DANN-UDA,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,cdan+c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8839024390243904,0.01214624351023292,0.8682926829268293,0.8926829268292683,0.8808704076309709,0.01231558394703344,0.8648930620761606,0.8901557493106789,0.885080045333226,0.012012661440146266,0.8703252303000109,0.8940362840967575,0.9009900990099011,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0
two-layer,S6_train_I_D1_2_val_D3_5,CDAN+C-DANN-SEMI,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,cdan+c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.5,0.05,existing run_cdan_hybrid_report.py,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9326829268292685,0.006360197468490395,0.9219512195121952,0.9365853658536586,0.9305611446456517,0.005811554886099813,0.9213056114464565,0.9347939488784559,0.9324019085010754,0.005862742310953659,0.9226857794893739,0.9365355876051064,0.9009900990099011,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,254.0,100.39920318408906,120.0,360.0
two-layer,S7_train_I_D1_3_val_D4_5,C-DANN-UDA,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,c-dann,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.2,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8917073170731709,0.009383114176425055,0.8780487804878049,0.9024390243902439,0.8889783143304271,0.009311184788301587,0.8754750726581713,0.8995454206721812,0.8926740608621031,0.009035963013516899,0.8800843685901157,0.9025210084033614,0.9009900990099011,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,400.0,0.0,400.0,400.0
two-layer,S7_train_I_D1_3_val_D4_5,C-DANN-SEMI,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,c-dann,semi,source + labeled target,target validation labels,Source+Target refit,0.2,0.5,existing class-conditional centroid alignment plus DANN domain loss,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9551219512195122,0.01703829189909557,0.9317073170731708,0.975609756097561,0.9541843654519712,0.01759019246817725,0.9306952828079589,0.97592965198599,0.9549667472357715,0.017252509450593444,0.9313522831951572,0.9759147388688781,0.9009900990099011,1.2412670766236366e-16,0.900990099009901,0.900990099009901,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,276.0,152.41391012633986,30.0,400.0
two-layer,S7_train_I_D1_3_val_D4_5,CDAN-UDA,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,cdan,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.2,0.0,"existing run_cdan_multi_splits.py official-style multilinear condition T(h,g)","0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7521951219512195,0.06638449106811314,0.6829268292682927,0.8195121951219512,0.7547060138609434,0.06395807009099194,0.6876816454281243,0.8203293837096653,0.7554020143789317,0.06527917456309655,0.6816241169610934,0.8206505349127603,0.9023102310231023,0.005005198312905326,0.8976897689768977,0.9108910891089109,0.5155677655677655,0.02330185742510834,0.4981684981684982,0.55,0.03333333333333334,0.047140452079103175,0.0,0.1,0.9978021978021978,0.003276290076922757,0.9926739926739927,1.0,400.0,0.0,400.0,400.0
